"Incident ID","Incident Date",State,"City Or County",Address,"Business/Location Name","Victims Killed","Victims Injured","Suspects Killed","Suspects Injured","Suspects Arrested",Operations
2857105,"March 19, 2024",Texas,"Spring (Klein)","10201 Spring Cypress Rd","Klein Cain High School",0,0,0,0,1,N/A
2856301,"March 18, 2024",Alabama,Huntsville,"4900 Meridian St N","Alabama A&M Knight Complex West",0,0,0,1,0,N/A
2856322,"March 18, 2024",Florida,"Gulf Breeze","675 Gulf Breeze Pkwy","Gulf Breeze High School",0,0,0,0,1,N/A
2854686,"March 15, 2024",Wisconsin,"Fish Creek","3924 WI-42","Gibraltar High School",0,0,0,0,1,N/A
2854191,"March 15, 2024",California,Antioch,"2801 Roosevelt Ln","Belshaw Elementary School",0,0,0,0,0,N/A
2853540,"March 14, 2024",Maryland,Baltimore,"1901 Delvale Ave","Dundalk High School",0,0,0,0,1,N/A
2854913,"March 14, 2024",Florida,"Palm Beach Gardens (Riviera Beach)","1232 W 31st St","Jackson Daycare Center",0,0,0,0,0,N/A
2852677,"March 13, 2024",Ohio,Massillon,"3737 13th St SW","Perry High School",0,0,0,0,1,N/A
2852763,"March 13, 2024",Washington,Seattle,"E Jefferson St and 23rd Ave",N/A,0,1,0,0,0,N/A
2852530,"March 13, 2024",Virginia,Arlington,"2121 N Culpeper St","Langston High School Continuation Program",0,0,0,0,1,N/A
2852785,"March 12, 2024",Washington,Tacoma,"701 S 37th St","Lincoln High School",0,0,0,0,1,N/A
2851616,"March 12, 2024",Maryland,Gaithersburg,"101 Education Blvd","Gaithersburg High School",0,0,0,0,1,N/A
2853247,"March 12, 2024",California,"Redwood City","1968 Old County Rd","Redwood High School",0,0,0,0,1,N/A
2851531,"March 12, 2024",Missouri,Riverside,"4500 River Pk Dr","Park Hill South High School",0,0,0,0,1,N/A
2851386,"March 12, 2024",Ohio,Cincinnati,"1231 W Kemper Rd","Winton Woods High School",0,0,0,0,1,N/A
2852418,"March 12, 2024",Georgia,Grovetown,"2010 Warrior Way","Grovetown High School",0,0,0,0,0,N/A
2853929,"March 12, 2024","New Mexico",Albuquerque,N/A,N/A,0,0,0,0,1,N/A
2850638,"March 11, 2024",Massachusetts,Springfield,"1250 State St","Springfield High School of Science & Technology",0,0,0,0,0,N/A
2856620,"March 11, 2024",Arkansas,"Sulphur Rock","480 N Main St","Sulphur Rock Elementary and Preschool",0,0,0,0,0,N/A
2850326,"March 11, 2024","North Carolina","Charlotte (Mint Hill)","10505 Clear Creek Commerce Dr","Rocky River High School",0,0,0,0,0,N/A
2849040,"March 8, 2024",Georgia,Lawrenceville,"1335 Old Norcross Rd","Discovery High School",0,0,0,0,1,N/A
2852735,"March 7, 2024","New York",Liberty,"125 Buckley St","Liberty High School",0,0,0,0,1,N/A
2847896,"March 7, 2024",Arizona,Phoenix,"E Van Buren St and 48th St","Maricopa Community College",0,0,1,0,0,N/A
2847657,"March 7, 2024",Tennessee,Chattanooga,"2500 Market St","The Howard School",0,0,0,0,1,N/A
2847448,"March 7, 2024","New York",Brooklyn,"400 Ashford St","P.S. 158 — The Warwick Community School",0,0,0,0,0,N/A
2849371,"March 7, 2024",Kentucky,Lexington,"401 Reed Ln","Lafayette Senior High School",0,0,0,0,0,N/A
2847981,"March 7, 2024",Wisconsin,Milwaukee,"6700 N 80th St","Morse Middle School",0,0,0,0,1,N/A
2846687,"March 6, 2024",Virginia,Franklin,"300 Morton St","S.P. Morton Elementary School",0,0,0,0,0,N/A
2855707,"March 6, 2024",Washington,Yelm,"10605 Carter St SE","Ridgeline Middle School",0,0,0,0,1,N/A
2847400,"March 6, 2024",Maryland,Waldorf,"5305 Piney Church Rd","St. Charles High School",0,0,0,0,0,N/A
2846148,"March 5, 2024",Pennsylvania,Philadelphia,"1402 W Oxford St","New Barber's Hall",0,1,0,0,0,N/A
2850648,"March 5, 2024",Washington,Kennewick,"560 W 6th Ave","Kennewick High School",0,0,0,0,1,N/A
2845888,"March 5, 2024",Indiana,"Indianapolis (Lawrence)","7510 E 53rd St","Harrison Hill Elementary School",0,1,0,0,1,N/A
2845811,"March 5, 2024",Indiana,Fishers,"11300 E 121st St","Hoosier Road Elementary School",0,0,0,0,1,N/A
2846071,"March 4, 2024",Oklahoma,Tishomingo,"Airport Rd","Murray State College Firing Range",0,1,0,0,0,N/A
2845060,"March 4, 2024",Tennessee,Brighton,"8045 US-51","Brighton High School",0,0,0,0,1,N/A
2846853,"March 4, 2024",Texas,"Corpus Christi","1 Battlin Buc Blvd","Roy Miller High School",0,0,0,0,2,N/A
2844808,"March 4, 2024","South Carolina",Hartsville,"300 E College Ave","Coker University",0,0,0,0,1,N/A
2845631,"March 4, 2024","North Carolina","Winston Salem (Winston-salem)","3507 Midway School Rd","Oak Grove High School",0,0,0,0,0,N/A
2843300,"March 2, 2024",Indiana,Rochester,"1645 S Park Rd","Rochester High School",0,0,0,0,1,N/A
2843527,"March 2, 2024",Missouri,"Kansas City (North Kansas City)","620 E 23rd Ave","North Kansas City High School",0,2,0,0,2,N/A
2842959,"March 1, 2024",Ohio,"Cleveland (Lyndhurst)","4875 Glenlyn Rd","Charles F. Brush High School",0,0,0,0,1,N/A
2842603,"March 1, 2024",Virginia,Alexandria,"530 S St Asaph St","Lyles-Crouch Traditional Academy",0,0,0,0,0,N/A
2842662,"March 1, 2024","North Carolina",Wilson,"500 Harrison Dr","Fike High School",0,0,0,0,0,N/A
2842517,"March 1, 2024","North Carolina","Charlotte (Mint Hill)","10505 Clear Creek Commerce Dr","Rocky River High School",0,0,0,0,0,N/A
2845398,"March 1, 2024",Utah,Layton,"440 Wasatch Dr","Layton High School",0,0,0,0,1,N/A
2842890,"March 1, 2024",Louisiana,Carencro,"200 block of Bradford Dr",N/A,1,0,0,0,1,N/A
2843075,"March 1, 2024",Arkansas,"Little Rock","21501 Cantrell Rd","Joe T. Robinson High School",0,0,0,0,1,N/A
2841708,"February 29, 2024",Tennessee,Memphis,"1363 E Person Ave","Hamilton High School",0,0,0,0,1,N/A
2841710,"February 29, 2024",Virginia,Vinton,"2902 E Washington Ave","William Byrd High School",0,0,0,0,1,N/A
2842837,"February 29, 2024",Texas,Temple,"8818 Tarver Dr","Lake Belton Middle School",0,0,0,0,0,N/A
2842653,"February 29, 2024",Texas,Midlothian,"923 S 9th St","Midlothian High School",0,0,0,0,1,N/A
2841420,"February 29, 2024",Texas,Houston,"6700 Bellaire Blvd","KIPP Connect Primary",0,0,0,0,1,N/A
2841234,"February 29, 2024","South Carolina",Greenville,"44 Merriwoods Dr","Tanglewood Middle School",0,0,0,0,1,N/A
2842499,"February 29, 2024","North Carolina",Asheville,"211 S French Broad Ave","Asheville Middle School",0,0,0,0,1,N/A
2842712,"February 29, 2024",Florida,Jacksonville,"590 Duval Station Rd","First Coast High School",0,0,0,0,1,N/A
2842874,"February 28, 2024",Arizona,Buckeye,"3000 S Apache Rd","Youngker High School",0,0,0,0,1,N/A
2846880,"February 28, 2024",Oklahoma,Poteau,"101 Pirate Ln","Poteau High School",0,0,0,0,0,N/A
2842167,"February 28, 2024",Mississippi,Jackson,"2940 Belvedere Dr","Peeples Middle School",0,0,0,0,1,N/A
2840986,"February 27, 2024","New Jersey",Newark,"279 Chancellor Ave","Weequahic High School",0,0,0,0,1,N/A
2839965,"February 27, 2024",Kentucky,Erlanger,"305 Bartlett Ave","Tichenor Middle School",0,0,0,0,1,N/A
2843338,"February 27, 2024",Georgia,Snellville,"2288 Main St E","South Gwinnett High School",0,0,0,0,1,N/A
2840561,"February 27, 2024",Delaware,Georgetown,"26026 Patriots Way","Sussex Central High School",0,0,0,0,2,N/A
2848047,"February 27, 2024","South Carolina","Myrtle Beach","3301 N Oak St","Horry County Adult Education",0,0,0,0,1,N/A
2840902,"February 27, 2024",Illinois,"Carol Stream","475 Chippewa Trail","Roy De Shane Elementary School",0,0,0,0,1,N/A
2840993,"February 27, 2024",Kentucky,Louisville,"5901 Greenwood Rd","Pleasure Ridge Park High School",0,0,0,0,0,N/A
2838533,"February 26, 2024",Texas,Odessa,"1301 Dotsy Ave","Odessa High School",0,1,0,0,1,N/A
2838750,"February 26, 2024","North Carolina",Shelby,"230 E Dixon Blvd","Shelby High School",0,0,0,0,0,N/A
2846429,"February 26, 2024","South Carolina",Mccormick,"192 Gettys Rd","South Carolina Governor's School for Agriculture at John de la Howe",0,0,0,0,0,N/A
2839332,"February 26, 2024",Arizona,"Casa Grande","1556 N Arizola Rd","Vista Grande High School",0,0,0,0,1,N/A
2839083,"February 26, 2024",Tennessee,Nashville,"904 26th Ave N","Pearl Cohn High School",0,0,0,0,2,N/A
2840132,"February 26, 2024",Missouri,"Saint Louis","5401 Lucas and Hunt Rd","Lutheran North High School",0,0,0,0,1,N/A
2840053,"February 25, 2024",Illinois,Evanston,"70 Arts Cir Dr","Henry and Leigh Bienen School of Music Northwestern University",0,0,0,0,0,N/A
2836786,"February 23, 2024","West Virginia",Bluefield,"2915 Old Bramwell Rd","Brushfork Armory",0,1,0,0,0,N/A
2837275,"February 23, 2024",Florida,Palmetto,"1200 17th St W","Palmetto High School",0,0,0,0,1,N/A
2842713,"February 23, 2024",Indiana,Portland,"414 Floral Ave","Jay School Corporation",0,0,0,0,1,N/A
2837638,"February 23, 2024",Illinois,Gurnee,"4460 Old Grand Ave","Viking Middle School",0,0,0,0,1,N/A
2838759,"February 23, 2024",Pennsylvania,Elverson,"4897 N Twin Valley Rd","Twin Valley High School",0,0,0,0,0,N/A
2836933,"February 23, 2024",Kansas,Olathe,"21300 College Blvd","Olathe Northwest High School",0,0,0,0,1,N/A
2848911,"February 23, 2024",Wyoming,Gillette,"1000 Camel Dr","Campbell County High School",0,0,0,0,1,N/A
2836670,"February 22, 2024",Tennessee,Memphis,"1530 Dellwood Ave","MLK College Preparatory High School",0,0,0,0,2,N/A
2835797,"February 22, 2024",Florida,"Fort Lauderdale","2501 NW 11th St","Dillard High School",0,0,0,0,1,N/A
2837669,"February 22, 2024",Georgia,Gainesville,"2723 Tumbling Creek Rd","Lanier College and Career Academy",0,0,0,0,1,N/A
2836237,"February 22, 2024",Ohio,"Canal Winchester","300 Washington St","Canal Winchester High School",0,0,0,0,1,N/A
2836133,"February 21, 2024",Ohio,Euclid,"22555 Tracy Ave","Euclid Middle School",0,0,0,0,1,N/A
2835989,"February 21, 2024",Nevada,"Las Vegas","4291 Pennwood Ave","Clark High School",0,0,0,0,2,N/A
2835770,"February 21, 2024",Texas,Edinburg,"1414 N Alamo Rd","Economedes High School",0,0,0,0,1,N/A
2834976,"February 21, 2024",Arkansas,Sheridan,"510 W Church St","Alternative Learning Academy",0,0,0,0,1,N/A
2839768,"February 20, 2024","North Carolina",Greensboro,"2407 S Holden Rd","Smith High School",0,0,0,0,0,N/A
2834943,"February 20, 2024",Michigan,Saginaw,"3100 Webber St","Saginaw High School",0,0,0,0,1,N/A
2834896,"February 20, 2024","South Carolina","Leesville (Batesburg-leesville)","425 Shealy Rd","Batesburg-Leesville Middle School",0,0,0,0,1,N/A
2834793,"February 20, 2024",Virginia,Richmond,"2409 Webber Ave","Oak Grove/Bellameade Elementary School",0,0,0,0,0,N/A
2834843,"February 20, 2024",Texas,Amarillo,"2815 Martin Rd","Travis Middle School",0,0,0,0,2,N/A
2836233,"February 20, 2024",Alabama,"Pell City","1300 Cogswell Ave","Pell City High School",0,0,0,0,2,N/A
2833248,"February 19, 2024",Texas,Mesquite,"3200 Oates Dr","Pioneer Technology & Arts Academy",0,0,0,1,1,N/A
2833517,"February 16, 2024",Louisiana,"Lake Charles","2300 Medora St","Ray D Molo Middle School",0,0,0,0,1,N/A
2831125,"February 16, 2024","North Carolina",Ramseur,"390 Eastern Randolph Rd","Eastern Randolph High School",0,0,0,0,0,N/A
2834311,"February 16, 2024",Georgia,Athens,"810 S Lumpkin St","University of Georgia",0,0,0,0,1,N/A
2831226,"February 16, 2024",Tennessee,Nashville,"1252 Foster Ave","STEM Prep Academy High School",0,0,0,0,1,N/A
2830636,"February 16, 2024",Colorado,"Colorado Springs","4725 Clyde Way","Alpine Village at UC - Colorado Springs",2,0,0,0,1,N/A
2830288,"February 15, 2024",Tennessee,Nashville,"123 Douglas Ave","KIPP Nashville Collegiate High School",0,0,0,0,1,N/A
2829777,"February 15, 2024","North Carolina",Fayetteville,"1624 Ireland Dr","Douglas Byrd High School",0,0,0,0,1,N/A
2830126,"February 15, 2024",Pennsylvania,Harrisburg,"626 Rutherford Rd","Central Dauphin East High School",0,0,0,0,1,N/A
2830793,"February 15, 2024","South Carolina",Irmo,"1400 Old Tamah Rd","Dutch Fork High School",0,0,0,0,1,N/A
2830253,"February 14, 2024",Texas,Lufkin,"309 S Medford Dr","Lufkin High School",0,0,0,0,0,N/A
2828898,"February 14, 2024",Georgia,Atlanta,"3450 Benjamin E Mays Dr SW","Benjamin E. Mays High School",0,4,0,0,1,N/A
2829104,"February 14, 2024",Maryland,Baltimore,"1400 Exeter Hall Ave","The Stadium School",0,0,0,0,1,N/A
2831250,"February 14, 2024",Alabama,Birmingham,"950 Springville Rd","Huffman High School",0,0,0,0,0,N/A
2831238,"February 14, 2024",Virginia,Charlottesville,"3251 Morgantown Rd","Virginia L Murray Elementary School",0,0,0,0,1,N/A
2833795,"February 14, 2024",Oklahoma,Choctaw,"14300 NE 10th St","Choctaw High School",0,0,0,0,0,N/A
2833730,"February 13, 2024",Washington,Yakima,"212 S 6th Ave","Davis High School",0,0,0,0,1,N/A
2828035,"February 13, 2024",Mississippi,Raymond,"14050 MS-18","Raymond High School",0,0,0,0,0,N/A
2829878,"February 13, 2024",Texas,Houston,"17202 Butte Creek Rd","Ponderosa Elementary School",0,0,0,0,0,N/A
2831006,"February 13, 2024","North Carolina",Raleigh,"2 Broughton Dr","North Carolina State University",0,0,0,0,0,N/A
2827865,"February 12, 2024",Washington,Burlington,"301 N Burlington Blvd","Burlington-Edison High School",0,0,0,0,1,N/A
2827841,"February 12, 2024",Pennsylvania,Philadelphia,"1231 N Broad St","Youthbuild Charter School",0,0,0,0,1,N/A
2826823,"February 12, 2024",Mississippi,Jackson,"1400 John R Lynch St","College of Liberal Arts",0,0,0,0,0,N/A
2827029,"February 12, 2024",Minnesota,"Saint Paul","275 Lexington Pkwy N","St. Paul Central High School",0,0,0,0,1,N/A
2826727,"February 12, 2024",Virginia,Chesapeake,"1969 Braves Trail","Indian River High School",0,0,0,0,1,N/A
2827209,"February 12, 2024",Ohio,Bedford,"481 Northfield Rd","Bedford High School",0,0,0,0,1,N/A
2827478,"February 12, 2024","North Carolina",Raleigh,"2312 Greek Village Dr","North Carolina State University - Sigma Nu",0,0,0,0,1,N/A
2827855,"February 12, 2024",Arkansas,"Camden (East Camden)","6415 Spellman Rd","Southern Arkansas University Tech / Highland Park Hall",0,1,0,0,1,N/A
2826571,"February 11, 2024","North Carolina",Raleigh,"2720 Cates Ave","North Carolina State University",0,0,0,0,1,N/A
2825224,"February 9, 2024",California,Berkeley,"1 Cross-Sproul Path","Sproul Plaza",0,0,0,0,1,N/A
2824414,"February 9, 2024",Florida,"Palm Beach Gardens","13601 N Military Trl","William T. Dwyer High School",0,0,0,0,1,N/A
2825092,"February 9, 2024",Washington,Seattle,"13401 Meridian Ave N","Ingraham High School",0,0,0,0,4,N/A
2825090,"February 9, 2024",Georgia,"Atlanta (East Point)","2575 Harris St","Tri-Cities High School",1,0,0,0,1,N/A
2824296,"February 9, 2024",Indiana,Elkhart,"58903 Co Rd 3","Jimtown Junior High School",0,0,0,0,1,N/A
2823814,"February 8, 2024",Ohio,Youngstown,"940 Bryn Mawr Ave","East Middle School",0,0,0,0,1,N/A
2823618,"February 7, 2024",Oregon,Eugene,"1125 Willagillespie Rd","Willagillespie Elementary School",0,0,0,0,2,N/A
2839469,"February 7, 2024",Texas,"Sugar Land","13707 Jess Pirtle Blvd","Sugar Mill Elementary",0,0,0,0,0,N/A
2823260,"February 7, 2024","North Carolina",Pembroke,"519 University Rd","University of North Carolina at Pembroke",1,0,0,0,1,N/A
2833813,"February 7, 2024",Nevada,"Las Vegas","1201 W Lake Mead Blvd","Democracy Preparatory Academy",0,0,0,0,1,N/A
2821471,"February 6, 2024","North Carolina",Huntersville,"11201 Old Statesville Rd","North Mecklenburg High School",0,0,0,0,0,N/A
2821580,"February 6, 2024",Pennsylvania,Mechanicsburg,"6746 Carlisle Pike","Eagle View Middle School",0,0,0,0,1,N/A
2821653,"February 6, 2024",Ohio,Galloway,"146 Galloway Rd","Westland High School",0,0,0,0,0,N/A
2823298,"February 6, 2024",Wisconsin,Madison,"1000 Edgewood College Dr","Edgewood College",0,0,0,0,1,N/A
2821311,"February 6, 2024","South Carolina","Myrtle Beach","3101 N Oak St","Myrtle Beach Middle School",0,0,0,0,1,N/A
2821307,"February 6, 2024","South Carolina",Orangeburg,"300 College Ave","South Carolina State University",0,0,0,0,1,N/A
2822189,"February 6, 2024","South Carolina","North Charleston","3625 Ashley Phosphate Rd","R.B. Stall High School",0,0,0,0,1,N/A
2820511,"February 5, 2024",Georgia,Augusta,"1339 Laney Walker Blvd","Lucy C. Laney High School",0,0,0,0,1,N/A
2820278,"February 5, 2024",Florida,Jacksonville,"4555 Craven Rd W","Beauclerc Elementary",0,0,0,0,1,N/A
2818575,"February 2, 2024","New York","Rockville Centre","140 Shepherd St","South Side High School",0,0,0,0,1,N/A
2821785,"February 2, 2024","North Carolina",Wilmington,"2601 Princess Pl Dr","Rachel Freeman School of Engineering",0,0,0,0,1,N/A
2819094,"February 2, 2024",Washington,Arlington,"18821 Crown Ridge Blvd","Arlington High School",0,0,0,0,1,N/A
2818997,"February 2, 2024",Illinois,"East Saint Louis","5510 State St","Mason-Clark Middle School",0,0,0,0,1,N/A
2818773,"February 2, 2024",Arizona,Avondale,"11650 W Whyman Ave","La Joya Community High School",0,0,0,0,2,N/A
2818702,"February 1, 2024",Pennsylvania,Pittsburgh,"1500 Yost Blvd","Propel Schools - Braddock Hills",0,0,0,0,1,N/A
2816899,"February 1, 2024",Georgia,"Powder Springs","2400 New MacLand Rd SW","McEachern High School",0,2,0,0,2,N/A
2818082,"February 1, 2024",Indiana,Indianapolis,"1140 Doctor M L K  Jr St","Crispus Attucks High School",0,0,0,0,1,N/A
2829903,"February 1, 2024",Colorado,Littleton,"W College Dr and S Nevada St","Arapahoe Community College - Parking Lot B",0,0,0,0,1,N/A
2818316,"February 1, 2024",Mississippi,"West Point","950 S Eshman Ave","West Point High School",0,0,0,0,1,N/A
2818277,"February 1, 2024",Florida,"Fort Lauderdale (Lauderdale Lakes)","4515 N State Rd 7","Central Charter School",0,0,0,0,1,N/A
2827512,"February 1, 2024",Michigan,"Ann Arbor","1482 E Medical Center Dr","University of Michigan - Mary Markley Residence Hall",0,0,0,0,1,N/A
2817229,"February 1, 2024",Texas,Uvalde,"615 Studer St","Morales Junior High School",0,0,0,0,1,N/A
2818381,"February 1, 2024",Florida,Chipley,"1545 Brickyard Rd","Chipley High School",0,0,0,0,1,N/A
2816815,"February 1, 2024","South Carolina",Conway,"8th Ave and Rufus St",N/A,1,0,0,0,0,N/A
2818760,"January 31, 2024","North Carolina",Wilson,"200 Atlantic Christian College Dr","Barton College",0,0,0,0,1,N/A
2817146,"January 31, 2024",Texas,Humble,"1700 Wilson Rd","Humble High School",0,0,0,0,2,N/A
2816503,"January 31, 2024",Tennessee,Nashville,"1150 Hunters Ln","Hunters Lane High School",0,0,0,0,1,N/A
2816482,"January 31, 2024",Tennessee,Nashville,"510 W Trinity Ln","Haynes Middle School",0,0,0,0,1,N/A
2815006,"January 30, 2024",California,Sacramento,"1400 Grand Ave","Grant Union High School",0,1,0,0,1,N/A
2818687,"January 30, 2024",Pennsylvania,Philadelphia,"10175 Bustleton Ave","George Washington High School",0,0,0,0,0,N/A
2815457,"January 30, 2024",Indiana,"Beech Grove","5330 Hornet Ave","Beech Grove High School",0,0,0,0,1,N/A
2815093,"January 30, 2024",Alabama,Mobile,"700 Donald St","LeFlore High School",0,2,0,0,1,N/A
2815001,"January 30, 2024",Minnesota,"Minneapolis (Brooklyn Park)","9000 Brooklyn Blvd","Hennepin Technical College",0,0,0,0,1,N/A
2819357,"January 30, 2024","New York",Amsterdam,"140 Saratoga Ave","Amsterdam High School",0,0,0,0,1,N/A
2815790,"January 30, 2024",Washington,"Benton City","1205 Horne Dr","Benton City High School",0,0,0,0,1,N/A
2816404,"January 30, 2024",Tennessee,Murfreesboro,"3956 Blaze Dr","Blackman High School",0,0,0,0,2,N/A
2814116,"January 29, 2024",Florida,"Deerfield Beach","910 Buck Pride Way","Deerfield Beach High School",0,0,0,0,2,N/A
2820633,"January 29, 2024","North Carolina","Old Fort","128 S Mauney Ave","Old Fort Elementary School",0,0,0,0,1,N/A
2825949,"January 29, 2024",Nevada,Sparks,"1840 4th St","Greenbrae Elementary School",0,0,0,0,0,N/A
2814200,"January 29, 2024",Michigan,Lansing,"160 Snow Rd","Waverly High School",0,0,0,0,1,N/A
2815736,"January 29, 2024",Texas,Austin,"13212 N Lamar Blvd","John B Connally High School",0,1,0,0,1,N/A
2814939,"January 26, 2024",Georgia,Dacula,"123 Broad St","Dacula High School",0,0,0,0,1,N/A
2812325,"January 26, 2024",Missouri,"Kansas City (Raytown)","6019 Blue Ridge Blvd","Raytown High School",0,0,0,0,1,N/A
2812264,"January 26, 2024",Illinois,"East Saint Louis","5510 State St","Mason-Clark Middle School",0,0,0,0,1,N/A
2812702,"January 26, 2024","North Carolina",Ayden,"7653 NC-11","Ayden-Grifton High School",0,0,0,0,1,N/A
2812497,"January 26, 2024",Alabama,"Bessemer (Hueytown)","4881 15th Street Rd","Hueytown High School",0,0,0,0,1,N/A
2812156,"January 26, 2024",Florida,"Fort Lauderdale","1800 SW 5th Pl","Stranahan High School",0,0,0,0,1,N/A
2815596,"January 26, 2024",Alabama,Plantersville,"Co Rd 63","Dallas County High School",0,0,0,0,4,N/A
2815434,"January 26, 2024",Tennessee,"Johnson City","Southwest Ave","East Tennessee State University",1,0,0,0,0,N/A
2811400,"January 25, 2024",Arizona,Scottsdale,"11256 N 128th St","Mountainside Middle School",0,0,0,0,1,N/A
2811523,"January 25, 2024",Maryland,Hagerstown,"1200 Pennsylvania Ave","North Hagerstown High School",0,0,0,0,1,N/A
2811201,"January 24, 2024",Tennessee,Nashville,"1128 Bell Grimes Ln","Bellshire Elementary School",0,0,0,0,0,N/A
2810558,"January 24, 2024",Georgia,Macon,"1070 Anthony Rd","Ballard Hudson Middle School",0,0,0,0,0,N/A
2819450,"January 24, 2024",California,Corona,"1820 Rimpau Ave","Centennial High School",0,0,0,0,1,N/A
2811161,"January 24, 2024",Delaware,Wilmington,"1801 Milltown Rd","The John Dickinson School",0,0,0,0,1,N/A
2810630,"January 24, 2024",Maryland,Gambrills,"2291 Davidsonville Rd","Crofton High School",0,0,0,0,1,N/A
2810731,"January 23, 2024",Arkansas,Jonesboro,"4207 Race St","Nettleton High School",0,0,0,0,1,N/A
2810261,"January 23, 2024",Georgia,Augusta,"2840 Glenn Hills Dr","Glenn Hills High School",0,0,0,0,0,N/A
2810899,"January 23, 2024",California,Tulare,"1462 E Prosperity Ave","Kings Valley Academy II",0,0,0,0,1,N/A
2811284,"January 23, 2024",Tennessee,Memphis,"7900 E Shelby Dr","Southwind High School",0,0,0,0,1,N/A
2821465,"January 22, 2024","North Carolina",Goldsboro,"1200 W Grantham St","Faith Christian Academy",0,0,0,0,1,N/A
2811925,"January 22, 2024","New Jersey","Scotch Plains","1600 Martine Ave","Union Catholic High School",0,0,0,0,1,N/A
2808320,"January 22, 2024",Florida,"Vero Beach","1707 16th St","Vero Beach High School",0,0,0,0,1,N/A
2808876,"January 22, 2024",Ohio,Dayton,"3640 Colonel Glenn Hwy","Wright State University / Cedar Hall",0,0,0,0,1,N/A
2818084,"January 20, 2024",Georgia,Calhoun,"399 S River St","Calhoun Middle School",0,0,0,0,1,N/A
2805172,"January 19, 2024",Texas,Orange,"7327 TX-87","Little Cypress-Mauriceville High School",0,0,0,0,0,N/A
2810495,"January 19, 2024","New Mexico","Santa Fe","2100 Yucca Rd","Santa Fe High School",0,0,0,0,0,N/A
2805484,"January 19, 2024",California,"Elk Grove","8350 Lotz Pkwy","Cosumnes Oaks High School",0,0,0,0,1,N/A
2808073,"January 19, 2024","South Carolina",Summerville,"9800 Delemar Hwy","Ashley Ridge High School",0,0,0,0,1,N/A
2804400,"January 18, 2024","South Carolina",Easley,"314 Pelzer Hwy","West End Elementary",0,0,0,0,0,N/A
2804627,"January 18, 2024",Florida,Orlando,"12491 University Blvd","University of Central Florida",0,0,0,0,1,N/A
2806817,"January 18, 2024",Wisconsin,"Spring Valley","S1450 County Rd CC","Spring Valley Middle / High School",0,0,0,0,0,N/A
2804817,"January 18, 2024",Minnesota,"Saint Paul","780 W Wheelock Pkwy","Como Park Elementary School",0,0,0,1,0,N/A
2814061,"January 18, 2024","New York",Nedrow,"208 Rockwell Rd, Nedrow, NY 13120","Rockwell Elementary",0,0,0,0,0,N/A
2804437,"January 18, 2024","South Carolina",Marion,"601 Gurley St","Johnakin Middle School",0,0,0,0,1,N/A
2811775,"January 18, 2024",Louisiana,Florien,"500 High School Dr","Florien High School",0,0,0,0,2,N/A
2813893,"January 18, 2024","South Carolina",Orangeburg,"400 Magnolia St","Claflin University",0,0,0,0,0,N/A
2804682,"January 18, 2024",Virginia,Roanoke,"3649 Ferncliff Ave NW","William Fleming High School",0,0,0,0,1,N/A
2804326,"January 17, 2024",Indiana,Gary,"725 Clark Road","Lighthouse College Prep Academy",0,0,0,0,1,N/A
2803676,"January 17, 2024",Maryland,"Ellicott City","4465 Montgomery Rd","Children's Manor Montessori School - Ellicott City",1,0,0,0,0,N/A
2807767,"January 17, 2024",Maryland,"Great Mills","21130 Great Mills Rd","Great Mills High School",0,0,0,0,1,N/A
2804863,"January 17, 2024","North Carolina",Pittsboro,"310 Northwood High School Rd","Northwood High School",0,0,0,0,0,N/A
2804339,"January 17, 2024","South Carolina",Hopkins,"2615 Lower Richland Blvd","Lower Richland High School",0,0,0,0,1,N/A
2839467,"January 17, 2024",Texas,"Sugar Land","17828 Winding Waters Ln","Anne Sullivan Elementary School",0,0,0,0,0,N/A
2805151,"January 17, 2024",Texas,Austin,"12024 Vista Parke Dr","Grandview Hills Elementary",0,0,0,0,0,N/A
2803645,"January 17, 2024",Delaware,Lewes,"1250 Kings Hwy","Cape Henlopen High School",0,0,0,0,2,N/A
2804755,"January 17, 2024",Florida,"Palm Beach Gardens","13601 N Military Trl","William T Dwyer High School",0,0,0,0,1,N/A
2803448,"January 16, 2024",California,Perris,"175 E Nuevo Rd","Perris High School",0,0,0,0,1,N/A
2808841,"January 16, 2024",Florida,"Hollywood (Miramar)","3400 NW 69th Ave","Henry D Perry Education Center",0,0,0,0,1,N/A
2804462,"January 15, 2024","South Carolina",Conway,"1142 SC-544","Coastal Carolina University",0,0,0,0,1,N/A
2801318,"January 14, 2024",Arizona,Tucson,"910 E 5th St","Arizona-Sonora Hall",0,0,0,0,0,N/A
2801644,"January 12, 2024",Oklahoma,"Oklahoma City","8400 N MacArthur Blvd","Hefner Middle School",0,0,0,0,1,N/A
2835141,"January 12, 2024",Wisconsin,"Eau Claire","1801 Piedmont Rd","Eau Claire North High School",0,0,0,0,1,N/A
2800745,"January 12, 2024","South Carolina","Lake City","652 N Matthews Rd","Lake City High School",0,0,0,0,0,N/A
2824893,"January 12, 2024",Florida,"Spring Hill","3300 Mariner Blvd","Frank W. Springstead High School",0,0,0,0,1,N/A
2800627,"January 12, 2024",Ohio,Dayton,"2021 W 3rd St","Greater Dayton Rec Center at Roosevelt Commons",1,0,0,0,0,N/A
